testcase,timestamp,latency (ms)
fake_1,2025-11-11T23:25:39.909700,121.4439868927002
fake_1,2025-11-11T23:25:39.909735,95.60227394104004
fake_1,2025-11-11T23:25:39.909744,91.9804573059082
fake_1,2025-11-11T23:25:39.909750,82.89194107055664
fake_1,2025-11-11T23:25:39.909757,98.05560111999512
fake_1,2025-11-11T23:25:39.909763,98.74558448791504
fake_1,2025-11-11T23:25:39.909769,91.49432182312012
fake_1,2025-11-11T23:25:39.909774,95.87621688842773
fake_1,2025-11-11T23:25:39.909780,93.85347366333008
fake_1,2025-11-11T23:25:39.909786,112.39814758300781
fake_1,2025-11-11T23:25:39.909792,194.4279670715332
fake_1,2025-11-11T23:25:39.909798,192.5663948059082
fake_1,2025-11-11T23:25:39.909803,100.03066062927246
fake_1,2025-11-11T23:25:39.909809,90.37566184997559
fake_1,2025-11-11T23:25:39.909815,98.70338439941406
fake_1,2025-11-11T23:25:39.909820,94.60830688476562
fake_1,2025-11-11T23:25:39.909827,101.38082504272461
fake_1,2025-11-11T23:25:39.909832,102.44250297546387
fake_1,2025-11-11T23:25:39.909838,93.1696891784668
fake_1,2025-11-11T23:25:39.909843,98.52123260498047
fake_1,2025-11-11T23:25:39.909849,83.14299583435059
fake_1,2025-11-11T23:25:39.909854,96.0686206817627
fake_1,2025-11-11T23:25:39.909859,90.2395248413086
fake_1,2025-11-11T23:25:39.909865,99.73812103271484
fake_1,2025-11-11T23:25:39.909871,87.99481391906738
fake_1,2025-11-11T23:25:39.909876,96.08793258666992
fake_1,2025-11-11T23:25:39.909882,96.15230560302734
fake_1,2025-11-11T23:25:39.909888,89.2024040222168
fake_1,2025-11-11T23:25:39.909893,96.10581398010254
fake_1,2025-11-11T23:25:39.909899,110.20779609680176
fake_1,2025-11-11T23:25:39.909904,92.41652488708496
fake_1,2025-11-11T23:25:39.909910,89.9507999420166
fake_1,2025-11-11T23:25:39.909916,92.37504005432129
fake_1,2025-11-11T23:25:39.909921,88.38510513305664
fake_1,2025-11-11T23:25:39.909927,98.56367111206055
fake_1,2025-11-11T23:25:39.909932,82.71384239196777
fake_1,2025-11-11T23:25:39.909937,87.00299263000488
fake_1,2025-11-11T23:25:39.909943,94.22111511230469
fake_1,2025-11-11T23:25:39.909948,96.18425369262695
fake_1,2025-11-11T23:25:39.909954,94.80023384094238
fake_1,2025-11-11T23:25:39.909960,86.57073974609375
fake_1,2025-11-11T23:25:39.909966,204.9870491027832
fake_1,2025-11-11T23:25:39.909971,154.39581871032715
fake_1,2025-11-11T23:25:39.909977,1089.669942855835
fake_1,2025-11-11T23:25:39.909983,90.62314033508301
fake_1,2025-11-11T23:25:39.909988,84.50508117675781
fake_1,2025-11-11T23:25:39.910001,93.14584732055664
fake_1,2025-11-11T23:25:39.910007,88.73581886291504
fake_1,2025-11-11T23:25:39.910012,88.46449851989746
fake_1,2025-11-11T23:25:39.910018,103.15752029418945
fake_1,2025-11-11T23:25:39.910023,100.95024108886719
fake_1,2025-11-11T23:25:39.910029,196.72584533691406
fake_1,2025-11-11T23:25:39.910035,88.90914916992188
fake_1,2025-11-11T23:25:39.910040,83.87446403503418
fake_1,2025-11-11T23:25:39.910046,101.84955596923828
fake_1,2025-11-11T23:25:39.910051,89.28751945495605
fake_1,2025-11-11T23:25:39.910057,129.40025329589844
fake_1,2025-11-11T23:25:39.910062,91.52650833129883
fake_1,2025-11-11T23:25:39.910068,92.35095977783203
fake_1,2025-11-11T23:25:39.910073,86.86256408691406
fake_1,2025-11-11T23:25:39.910078,103.057861328125
fake_1,2025-11-11T23:25:39.910084,90.33894538879395
fake_1,2025-11-11T23:25:39.910089,84.8245620727539
fake_1,2025-11-11T23:25:39.910094,92.6046371459961
fake_1,2025-11-11T23:25:39.910101,95.81875801086426
fake_1,2025-11-11T23:25:39.910107,86.37785911560059
fake_1,2025-11-11T23:25:39.910112,176.70845985412598
fake_1,2025-11-11T23:25:39.910118,89.82515335083008
fake_1,2025-11-11T23:25:39.910123,93.84799003601074
fake_1,2025-11-11T23:25:39.910128,88.67049217224121
fake_1,2025-11-11T23:25:39.910134,81.87127113342285
fake_1,2025-11-11T23:25:39.910139,82.97109603881836
fake_1,2025-11-11T23:25:39.910144,89.17474746704102
fake_1,2025-11-11T23:25:39.910150,95.23987770080566
fake_1,2025-11-11T23:25:39.910155,158.79249572753906
fake_1,2025-11-11T23:25:39.910161,94.9406623840332
fake_1,2025-11-11T23:25:39.910169,97.3360538482666
fake_1,2025-11-11T23:25:39.910175,102.5538444519043
fake_1,2025-11-11T23:25:39.910180,95.50619125366211
fake_1,2025-11-11T23:25:39.910186,119.3532943725586
fake_1,2025-11-11T23:25:39.910191,88.51289749145508
fake_1,2025-11-11T23:25:39.910196,98.1755256652832
fake_1,2025-11-11T23:25:39.910202,94.1007137298584
fake_1,2025-11-11T23:25:39.910207,98.22773933410645
fake_1,2025-11-11T23:25:39.910212,99.8687744140625
fake_1,2025-11-11T23:25:39.910218,98.93536567687988
fake_1,2025-11-11T23:25:39.910223,96.98915481567383
fake_1,2025-11-11T23:25:39.910228,82.14616775512695
fake_1,2025-11-11T23:25:39.910236,83.70041847229004
fake_1,2025-11-11T23:25:39.910241,84.42330360412598
fake_1,2025-11-11T23:25:39.910247,87.25738525390625
fake_1,2025-11-11T23:25:39.910252,81.94565773010254
fake_1,2025-11-11T23:25:39.910260,90.2407169342041
fake_1,2025-11-11T23:25:39.910265,87.86559104919434
fake_1,2025-11-11T23:25:39.910271,93.7197208404541
fake_1,2025-11-11T23:25:39.910276,96.10915184020996
fake_1,2025-11-11T23:25:39.910281,119.08936500549316
